year,make,model,body_styles,trims,image_sources
2001,Acura,CL,['Coupe'],"{'Coupe': {'3.2 Coupe 2D': {'Horsepower': '225 @ 5600 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}, '3.2 Type S Coupe 2D': {'Horsepower': '260 @ 6100 rpm HP', 'Engine': 'V6, HO VTEC, 3.2L', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-CL-FrontSide_ACCL-011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Acura,Integra,"['Hatchback', 'Sedan']","{'Sedan': {'GS Sedan 4D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'GS-R Sedan 4D': {'Horsepower': '170 @ 8000 rpm HP', 'Engine': '4-Cyl, VTEC, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'LS Sedan 4D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}}, 'Hatchback': {'GS-R Sport Coupe 2D': {'Horsepower': '170 @ 8000 rpm HP', 'Engine': '4-Cyl, VTEC, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'LS Sport Coupe 2D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'GS Sport Coupe 2D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'Type R Sport Coupe 2D': {'Horsepower': '170 @ 8000 rpm HP', 'Engine': '4-Cyl, VTEC, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-Integra-RearSide_ACINT013_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-Integra-FrontSide_ACINTCPE015_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Acura,MDX,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '240 @ 5300 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 7'}, 'Touring Sport Utility 4D': {'Horsepower': '240 @ 5300 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 7'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-MDX-FrontSide_ATMDX011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Acura,NSX,"['Coupe', 'Convertible']","{'Convertible': {'NSX-T Targa Open Top Coupe 2D': {'Horsepower': '290 @ 7100 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}, 'Coupe': {'Sport Coupe 2D': {'Horsepower': '290 @ 7100 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-NSX-FrontSide_ACNSXT015_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-NSX-RearSide_ACNSX013_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Acura,RL,['Sedan'],"{'Sedan': {'3.5 Sedan 4D': {'Horsepower': '210 @ 5200 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-RL-RearSide_ACRL-013_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Acura,TL,['Sedan'],"{'Sedan': {'3.2 Sedan 4D': {'Horsepower': '225 @ 5600 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Acura-TL-FrontSide_ACTL-011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Audi,A4,"['Sedan', 'Wagon']","{'Sedan': {'Sedan 4D': {'Horsepower': '190 @ 6000 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'Avant Wagon 4D': {'Horsepower': '170 @ 5700 rpm HP', 'Engine': '4-Cyl, Turbo, 1.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A4-FrontSide_AUA4SED017_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A4-RearSide_AUA4WAG01C_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Audi,A6,"['Wagon', 'Sedan']","{'Sedan': {'2.7T Sedan 4D': {'Horsepower': '250 @ 5800 rpm HP', 'Engine': 'V6, Turbo, 2.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, '4.2 Sedan 4D': {'Horsepower': '300 @ 6200 rpm HP', 'Engine': 'V8, 4.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '200 @ 6000 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'Avant Wagon 4D': {'Horsepower': '200 @ 6000 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 7'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A6-FrontSide_AUA6SED011_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A6-FrontSide_AUA6WAG014_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2001,Audi,A8,['Sedan'],"{'Sedan': {'L Sedan 4D': {'Horsepower': '310 @ 6200 rpm HP', 'Engine': 'V8, 4.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '310 @ 6200 rpm HP', 'Engine': 'V8, 4.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-A8-Side_AUA8-012_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2001,Audi,allroad,['Wagon'],"{'Wagon': {'2.7T Wagon 4D': {'Horsepower': '250 @ 5800 rpm HP', 'Engine': 'V6, Turbo, 2.7 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 5'}}}",{'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2001/2001-Audi-allroad-FrontSide_AUALL011_505x375.jpg?interpolation=high-quality&downsize=391:*'}
