year,make,model,body_styles,trims,image_sources
2020,Acura,MDX,['SUV'],"{'SUV': {'SH-AWD w/Advance & Entertainment Pkgs': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 6'}, 'SH-AWD w/Technology & A-Spec Pkgs': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 7'}, 'SH-AWD w/Technology Pkg': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 7'}, 'SH-AWD': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 7'}, 'Base w/Technology Pkg': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 7'}, 'Base Style': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 7'}, 'Base w/Advance Pkg': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 6'}, 'SH-AWD w/Advance Pkg': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 6'}, 'SH-AWD w/Technology & Entertainment Pkgs': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 7'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12361/2020-Acura-MDX-360SpinFrame_12361_032_2400x1800.png?interpolation=high-quality&downsize=391:*'}
2020,Acura,RDX,['SUV'],"{'SUV': {'SH-AWD w/A-SPEC Pkg': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'Base w/Advance Pkg': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'SH-AWD': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'Base w/Technology Pkg': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'Base Style': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'Base w/A-SPEC Pkg': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'SH-AWD w/Advance Pkg': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'SH-AWD w/Technology Pkg': {'Horsepower': '272 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, Turbo, 2.0 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12875/2020-Acura-RDX-360SpinFrame_12875_032_2400x1800.png?interpolation=high-quality&downsize=391:*'}
2020,Acura,TLX,['Sedan'],"{'Sedan': {'3.5 w/Advance Pkg': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, '2.4 w/Technology Pkg': {'Horsepower': '206 @ 6800 rpm HP', 'Engine': '4-Cyl, i-VTEC, 2.4 Liter', 'Combined Fuel Economy': '27 MPG', 'Seating': 'Seats 5'}, '3.5 w/Technology Pkg': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, '3.5': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, '2.4 w/Technology Pkg & A-SPEC Pkg': {'Horsepower': '206 @ 6800 rpm HP', 'Engine': '4-Cyl, i-VTEC, 2.4 Liter', 'Combined Fuel Economy': '26 MPG', 'Seating': 'Seats 5'}, '3.5 w/Technology Pkg & A-SPEC Pkg': {'Horsepower': '290 @ 6200 rpm HP', 'Engine': 'V6, i-VTEC, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, '2.4': {'Horsepower': '206 @ 6800 rpm HP', 'Engine': '4-Cyl, i-VTEC, 2.4 Liter', 'Combined Fuel Economy': '27 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/12057/2020-Acura-TLX-360SpinFrame_12057_032_2400x1800.png?interpolation=high-quality&downsize=391:*'}
2020,Audi,R8,"['Coupe', 'Convertible']","{'Convertible': {'V10 Performance Spyder': {'Horsepower': '562 @ 7800 rpm HP', 'Engine': 'V10, 5.2 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}, 'V10 Spyder': {'Horsepower': '562 @ 7800 rpm HP', 'Engine': 'V10, 5.2 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}}, 'Coupe': {'V10': {'Horsepower': '562 @ 7800 rpm HP', 'Engine': 'V10, 5.2 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}, 'V10 Performance': {'Horsepower': '562 @ 7800 rpm HP', 'Engine': 'V10, 5.2 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2020/2020-Audi-R8-FrontSide_AUR8SP2001_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2020/2020-Audi-R8-FrontSide_AUR82001_640x480.jpg?interpolation=high-quality&downsize=391:*'}"
2020,BMW,3 Series,['Sedan'],"{'Sedan': {'330i xDrive': {'Horsepower': '254 @ 5000 rpm HP', 'Engine': '4-Cyl, Turbo, 2.0 Liter', 'Combined Fuel Economy': '28 MPG', 'Seating': 'Seats 5'}, 'M340i xDrive': {'Horsepower': '382 @ 5800 rpm HP', 'Engine': '6-Cyl, Turbo, 3.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'M340i': {'Horsepower': '382 @ 5800 rpm HP', 'Engine': '6-Cyl, Turbo, 3.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, '330i': {'Horsepower': '254 @ 5000 rpm HP', 'Engine': '4-Cyl, Turbo, 2.0 Liter', 'Combined Fuel Economy': '30 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/13482/2020-BMW-3%20Series-360SpinFrame_13482_032_2400x1800.png?interpolation=high-quality&downsize=391:*'}
2020,BMW,7 Series,['Sedan'],"{'Sedan': {'750i xDrive': {'Horsepower': '523 @ 5500 rpm HP', 'Engine': 'V8, Twin Turbo, 4.4 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, '740i': {'Horsepower': '335 @ 5500 rpm HP', 'Engine': '6-Cyl, Twin Turbo, 3.0 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, '745e xDrive': {'Horsepower': '280 @ 5000 rpm HP', 'Engine': '6-Cyl, Hybrid, Turbo, 3.0 Liter', 'Combined Fuel Economy': '22 MPG | 56 MPGe', 'Seating': 'Seats 5'}, '740i xDrive': {'Horsepower': '335 @ 5500 rpm HP', 'Engine': '6-Cyl, Twin Turbo, 3.0 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'ALPINA B7 xDrive': {'Horsepower': '600 @ 5500 rpm HP', 'Engine': 'V8, Twin Turbo, 4.4 Liter', 'Seating': 'Seats 5', 'Combined Fuel Economy': '16 MPG'}, 'M760i xDrive': {'Horsepower': '600 @ 5500 rpm HP', 'Engine': 'V12, Twin Turbo, 6.6 Liter', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2020/2020-BMW-7%20Series-FrontSide_BM7S1901_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2020,BMW,X5,['SUV'],"{'SUV': {'M50i': {'Horsepower': '523 hp HP', 'Engine': 'V8, Twin Turbo, 4.4 Liter', 'Seating': 'Seats 7'}, 'xDrive40i': {'Horsepower': '335 @ 5500 rpm HP', 'Engine': '6-Cyl, Turbo, 3.0 Liter', 'Seating': 'Seats 7', 'Combined Fuel Economy': '18 MPG'}, 'xDrive50i': {'Horsepower': '456 @ 5250 rpm HP', 'Engine': 'V8, Twin Turbo, 4.4 Liter', 'Seating': 'Seats 7', 'Combined Fuel Economy': '18 MPG'}, 'sDrive40i': {'Horsepower': '335 @ 5500 rpm HP', 'Engine': '6-Cyl, Turbo, 3.0 Liter', 'Seating': 'Seats 7', 'Combined Fuel Economy': '22 MPG'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/13155/2020-BMW-X5-360SpinFrame_13155_032_2400x1800.png?interpolation=high-quality&downsize=391:*'}
2020,Cadillac,CT5,['Sedan'],"{'Sedan': {'Premium Luxury': {'Horsepower': '237 @ 5000 rpm HP', 'Engine': '4-Cyl, Turbo, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'Sport': {'Horsepower': '237 @ 5000 rpm HP', 'Engine': '4-Cyl, Turbo, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'Luxury': {'Horsepower': '237 @ 5000 rpm HP', 'Engine': '4-Cyl, Turbo, 2.0 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2020/2020-Cadillac-CT5-FrontSide_CACT52001_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2020,Cadillac,CT6-V,['Sedan'],"{'Sedan': {'Base Style': {'Horsepower': '550 @ 5000 rpm HP', 'Engine': 'V8, Twin Turbo, 4.2 Liter', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2020/2020-Cadillac-CT6-V-FrontSide_CACT6V2001_640x480.jpg?interpolation=high-quality&downsize=391:*'}
2020,Cadillac,XT6,['SUV'],"{'SUV': {'Premium Luxury': {'Horsepower': '310 @ 6700 rpm HP', 'Engine': 'V6, 3.6 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'Sport': {'Horsepower': '310 @ 6700 rpm HP', 'Engine': 'V6, 3.6 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2020/2020-Cadillac-XT6-FrontSide_CSXT62001_640x480.jpg?interpolation=high-quality&downsize=391:*'}
