year,make,model,body_styles,trims,image_sources
1998,Acura,CL,['Coupe'],"{'Coupe': {'2.3 Coupe 2D': {'Horsepower': '150 @ 5700 rpm HP', 'Engine': '4-Cyl, VTEC, 2.3 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 5'}, '3.0 Coupe 2D': {'Horsepower': '200 @ 5600 rpm HP', 'Engine': 'V6, VTEC, 3.0 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-CL-FrontSide_ACCL23981_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1998,Acura,Integra,"['Hatchback', 'Sedan']","{'Sedan': {'GS Sedan 4D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'GS-R Sedan 4D': {'Horsepower': '170 @ 7600 rpm HP', 'Engine': '4-Cyl, VTEC, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'LS Sedan 4D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}}, 'Hatchback': {'GS-R Sport Coupe 2D': {'Horsepower': '170 @ 7600 rpm HP', 'Engine': '4-Cyl, VTEC, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'LS Sport Coupe 2D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'RS Sport Coupe 2D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'GS Sport Coupe 2D': {'Horsepower': '140 @ 6300 rpm HP', 'Engine': '4-Cyl, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'Type R Sport Coupe 2D': {'Horsepower': '195 @ 8000 rpm HP', 'Engine': '4-Cyl, VTEC, 1.8 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-Integra-RearSide_ACINTLSSED982_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-Integra-RearSide_ACINTLSCPE981_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1998,Acura,NSX,"['Coupe', 'Convertible']","{'Convertible': {'NSX-T Targa Convertible 2D': {'Horsepower': '290 @ 7100 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}, 'Coupe': {'Sport Coupe 2D': {'Horsepower': '290 @ 7100 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-NSX-RearSide_ACNSXT991_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-NSX-FrontSide_ACNSX981_505x358.jpg?interpolation=high-quality&downsize=391:*'}"
1998,Acura,RL,['Sedan'],"{'Sedan': {'3.5 Sedan 4D': {'Horsepower': '210 @ 5200 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-RL-FrontSide_ACRL-981_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1998,Acura,SLX,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '215 @ 5400 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 5'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-SLX-FrontSide_ATSLX981_505x375.jpg?interpolation=high-quality&downsize=391:*'}
1998,Acura,TL,['Sedan'],"{'Sedan': {'3.2 Sedan 4D': {'Horsepower': '200 @ 5300 rpm HP', 'Engine': 'V6, 3.2 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}, '2.5 Sedan 4D': {'Horsepower': '176 @ 6300 rpm HP', 'Engine': '5-Cyl, 2.5 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Acura-TL-RearSide_ACTL25981_496x325.jpg?interpolation=high-quality&downsize=391:*'}
1998,Audi,A4,"['Sedan', 'Wagon']","{'Sedan': {'Sedan 4D': {'Horsepower': '190 @ 6000 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'Avant Wagon 4D': {'Horsepower': '190 @ 6000 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Audi-A4-FrontSide_AUA4SED981_505x371.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Audi-A4-FrontSide_AUA4WAG982_503x371.jpg?interpolation=high-quality&downsize=391:*'}"
1998,Audi,A6,"['Sedan', 'Wagon']","{'Sedan': {'Sedan 4D': {'Horsepower': '200 @ 6000 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'Wagon 4D': {'Horsepower': '172 @ 5500 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 7'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Audi-A6-FrontSide_AUA6SED981_505x373.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Audi-A6-FrontSide_AUA6WAG983_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
1998,Audi,A8,['Sedan'],"{'Sedan': {'Quattro AWD Sedan 4D': {'Horsepower': '300 @ 6000 rpm HP', 'Engine': 'V8, 4.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '230 @ 5500 rpm HP', 'Engine': 'V8, 3.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Audi-A8-FrontSide_AUA8-981_506x375.jpg?interpolation=high-quality&downsize=391:*'}
1998,Audi,Cabriolet,['Convertible'],"{'Convertible': {'Convertible 2D': {'Horsepower': '172 @ 5500 rpm HP', 'Engine': 'V6, 2.8 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 4'}}}",{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/1998/1998-Audi-Cabriolet-RearSide_AUCAB982_506x375.jpg?interpolation=high-quality&downsize=391:*'}
