year,make,model,body_styles,trim_data,image_sources
2002,Acura,CL,['Coupe'],"{'Coupe': {'3.2 Coupe 2D': {'Horsepower': '225 @ 5600 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}, '3.2 Type S Coupe 2D': {'Horsepower': '260 @ 6100 rpm HP', 'Engine': 'V6, HO VTEC, 3.2L', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 4'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Acura-CL-FrontSide_ACCL-021_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2002,Acura,MDX,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '240 @ 5300 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 7'}, 'Touring Sport Utility 4D': {'Horsepower': '240 @ 5300 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 7'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Acura-MDX-FrontSide_ATMDX021_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2002,Acura,NSX,['Coupe'],"{'Coupe': {'NSX-T Targa Open Top Coupe 2D': {'Horsepower': '290 @ 7100 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Acura-NSX-FrontSide_ACNSX022_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2002,Acura,RL,['Sedan'],"{'Sedan': {'3.5 Sedan 4D': {'Horsepower': '225 @ 5200 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Acura-RL-FrontSide_ACRL-021_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2002,Acura,RSX,['Coupe'],"{'Coupe': {'Type S Sport Cpe 2D': {'Horsepower': '200 @ 7400 rpm HP', 'Engine': '4-Cyl, HO VTEC, 2.0L', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}, 'Sport Coupe 2D': {'Horsepower': '160 @ 6500 rpm HP', 'Engine': '4-Cyl, VTEC, 2.0 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 4'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Acura-RSX-FrontSide_ACRSX021_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2002,Acura,TL,['Sedan'],"{'Sedan': {'3.2 Sedan 4D': {'Horsepower': '225 @ 5600 rpm HP', 'Engine': 'V6, VTEC, 3.2 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, '3.2 Type S Sedan 4D': {'Horsepower': '260 @ 6100 rpm HP', 'Engine': 'V6, HO VTEC, 3.2L', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Acura-TL-FrontSide_ACTL-021_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2002,Audi,A4,"['Sedan', 'Wagon']","{'Sedan': {'Sedan 4D': {'Horsepower': '220 @ 6300 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'Avant Wagon 4D': {'Horsepower': '170 @ 5900 rpm HP', 'Engine': '4-Cyl, Turbo, 1.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Audi-A4-FrontSide_AUA4SED021_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Audi-A4-FrontSide_AUA4WAG02I_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2002,Audi,A6,"['Wagon', 'Sedan']","{'Sedan': {'2.7T Sedan 4D': {'Horsepower': '250 @ 5800 rpm HP', 'Engine': 'V6, Turbo, 2.7 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, '4.2 Sedan 4D': {'Horsepower': '300 @ 6200 rpm HP', 'Engine': 'V8, 4.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '220 @ 6300 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}, 'Wagon': {'Avant Wagon 4D': {'Horsepower': '220 @ 6300 rpm HP', 'Engine': 'V6, 3.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Audi-A6-Side_AUA6SED022_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Audi-A6-Side_AUA6WAG028_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2002,Audi,A8,['Sedan'],"{'Sedan': {'L Sedan 4D': {'Horsepower': '310 @ 6200 rpm HP', 'Engine': 'V8, 4.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '310 @ 6200 rpm HP', 'Engine': 'V8, 4.2 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Audi-A8-Side_AUA8-022_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2002,Audi,allroad,['Wagon'],"{'Wagon': {'2.7T Wagon 4D': {'Horsepower': '250 @ 5800 rpm HP', 'Engine': 'V6, Turbo, 2.7 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 5'}}}",{'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2002/2002-Audi-allroad-FrontSide_AUALL021_505x375.jpg?interpolation=high-quality&downsize=391:*'}
